"","case_order","uid","state","county","zip","lat","lng","area","time_zone","children","age","income","marital","gender","churn","outage_sec_perweek","email","contacts","yearly_equip_failure","techie","contract","port_modem","tablet","internet_service","phone","multiple","online_security","online_backup","device_protection","tech_support","streaming_tv","streaming_movies","paperless_billing","payment_method","tenure","monthly_charge","bandwidth_gb_year","item1","item2","item3","item4","item5","item6","item7","item8"
"3313",3687,"Other","KY","Other",40104,38.09163,-86.34151,"Suburban","America/New_York",5,30,30113.06,"Divorced","Female","No",10.23011,10,0,0,"No","Two Year","Yes","No","Fiber Optic","Yes","Yes","Yes","Yes","No","No","No","No","No","Electronic Check",11.92723,169.9741,1433.513815,2,4,4,4,4,2,2,3
"3314",3688,"Other","OH","Franklin",43227,39.94485,-82.88937,"Rural","America/New_York",1,39,24654.14,"Widowed","Male","No",17.99204,14,2,1,"No","Month-to-month","No","No","Fiber Optic","Yes","No","No","No","Yes","Yes","No","No","Yes","Mailed Check",9.47414,137.4872,1010.477682,2,4,3,4,4,3,4,3
"3315",3689,"Other","MT","Other",59752,45.9492,-111.5064,"Suburban","America/Denver",2,72,34620.48,"Married","Female","Yes",7.164228,13,1,1,"No","Month-to-month","Yes","No","Fiber Optic","Yes","Yes","Yes","No","No","No","Yes","No","No","Mailed Check",8.116071,172.4624,993.0023112,3,3,4,2,5,3,3,3
"3316",3690,"Other","NJ","Other",8109,39.95038,-75.05044,"Rural","America/New_York",3,77,17176.57,"Widowed","Female","Yes",8.619073,8,2,0,"No","Month-to-month","No","No","Fiber Optic","Yes","Yes","Yes","Yes","Yes","No","No","No","Yes","Electronic Check",7.490867,182.497,939.4887657,3,3,3,4,4,3,4,4
"3317",3691,"Other","PA","Fayette",15413,39.98532,-79.87133,"Urban","America/New_York",2,59,12498.28,"Separated","Female","No",9.032718,15,0,0,"No","Two Year","No","No","None","No","Yes","Yes","No","No","Yes","Yes","No","No","Credit Card (automatic)",9.447103,152.4952,1149.009681,4,3,6,4,3,3,4,4
"3318",3692,"Other","IL","Other",61234,41.42078,-89.91831,"Suburban","America/Chicago",0,48,41250.17,"Divorced","Male","No",10.2122,9,1,0,"No","Month-to-month","No","No","Fiber Optic","Yes","No","No","Yes","No","Yes","No","Yes","Yes","Bank Transfer(automatic)",5.848803,182.447,821.6574124,4,5,5,3,4,4,3,3
"3319",3693,"Other","OK","Other",73121,35.52108,-97.4409,"Suburban","America/Chicago",2,89,26175.98,"Separated","Male","Yes",13.23246,12,1,0,"No","Month-to-month","Yes","No","DSL","Yes","No","No","No","No","Yes","No","Yes","No","Credit Card (automatic)",7.283366,139.9512,1185.85182,3,2,4,5,2,5,6,3
"3320",3694,"Other","IL","Other",62237,38.18906,-89.5691,"Suburban","America/Chicago",1,78,66253.35,"Widowed","Male","Yes",7.499925,9,0,0,"Yes","Month-to-month","Yes","Yes","None","Yes","No","No","Yes","No","Yes","No","Yes","No","Bank Transfer(automatic)",1.866832,149.9707,427.8088852,3,3,2,3,4,2,2,6
"3321",3695,"Other","CA","Other",93454,34.93667,-120.2348,"Suburban","America/Los_Angeles",1,59,17835.23,"Married","Female","Yes",10.52728,10,2,0,"Yes","Month-to-month","No","No","None","Yes","No","No","No","Yes","No","Yes","Yes","Yes","Electronic Check",2.240146,187.656,722.8349685,2,2,3,3,4,3,3,3
"3322",3696,"Other","IL","Other",61832,40.13617,-87.63648,"Suburban","America/Chicago",6,21,48268.53,"Never Married","Nonbinary","Yes",9.994249,10,1,0,"Yes","Month-to-month","No","No","DSL","No","No","No","No","Yes","Yes","No","Yes","Yes","Credit Card (automatic)",3.992629,152.4742,1261.333501,4,3,4,3,4,3,3,4
"3323",3697,"Other","NJ","Other",7646,40.93369,-74.01956,"Rural","America/New_York",2,61,78748.75,"Never Married","Female","No",7.292793,15,1,0,"No","One year","No","No","None","No","No","Yes","No","Yes","No","Yes","No","No","Electronic Check",1.671807,120.0035,514.2333467,4,4,3,5,2,5,4,5
"3324",3698,"Other","MS","Montgomery",38925,33.62764,-89.63211,"Rural","America/Chicago",1,25,10124.99,"Never Married","Male","Yes",5.058771,12,0,2,"Yes","Month-to-month","Yes","No","DSL","Yes","No","No","No","No","No","No","Yes","Yes","Credit Card (automatic)",10.35779,127.4421,1612.488802,5,4,4,3,3,3,3,5
"3325",3699,"Other","AL","Other",35618,34.64788,-87.30612,"Suburban","America/Chicago",0,53,8058.36,"Widowed","Female","No",13.70368,12,3,0,"No","Month-to-month","Yes","No","DSL","Yes","No","No","Yes","Yes","Yes","No","Yes","No","Mailed Check",22.52336,174.9699,2587.895755,1,2,2,3,3,2,1,2
"3326",3700,"Other","MO","Jackson",64066,39.1382,-94.12649,"Rural","America/Chicago",3,30,36755.73,"Separated","Male","No",11.41099,10,1,0,"No","One year","No","Yes","None","Yes","Yes","No","Yes","Yes","No","Yes","No","No","Mailed Check",15.84313,172.4871,1945.615058,4,3,4,3,4,4,3,4
"3327",3701,"Other","AL","Other",36092,32.61799,-86.19335,"Urban","America/Chicago",4,69,31693.07,"Never Married","Female","Yes",12.21299,13,0,0,"No","Month-to-month","Yes","Yes","DSL","Yes","Yes","No","Yes","No","No","No","Yes","No","Bank Transfer(automatic)",16.64015,182.4433,2159.000591,4,4,2,3,3,3,5,5
"3328",3702,"Other","MO","Clark",63430,40.38959,-91.54038,"Urban","America/Chicago",4,22,69455.07,"Widowed","Nonbinary","No",10.38882,14,1,2,"No","Two Year","Yes","No","DSL","Yes","Yes","No","No","Yes","No","Yes","No","No","Credit Card (automatic)",4.434036,162.4676,1301.182014,3,4,3,4,3,5,4,3
"3329",3703,"Other","KS","Other",66220,38.96109,-94.82148,"Suburban","America/Chicago",1,40,42568.16,"Married","Female","Yes",13.74841,11,1,1,"No","Month-to-month","Yes","No","Fiber Optic","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","Credit Card (automatic)",6.318781,195.0062,907.5139744,3,1,4,2,3,4,3,3
"3330",3704,"Other","CA","Other",94560,37.52038,-122.031,"Urban","America/Los_Angeles",4,51,85352.98,"Separated","Male","Yes",11.02262,15,1,0,"No","One year","No","No","DSL","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Electronic Check",17.18815,255.1336,2692.714225,3,4,3,3,3,3,5,5
"3331",3705,"Other","MD","Other",21703,39.36777,-77.46957,"Urban","America/New_York",7,30,10773.24,"Married","Female","Yes",7.381825,15,1,0,"No","Two Year","Yes","No","DSL","Yes","No","No","No","Yes","No","No","No","Yes","Credit Card (automatic)",2.14479,104.9781,951.0274665,3,3,3,3,4,3,3,3
"3332",3706,"Other","MI","Other",49052,42.11428,-85.32073,"Rural","America/Detroit",8,41,60834.36,"Never Married","Female","Yes",8.31138,8,0,0,"No","Month-to-month","No","No","DSL","Yes","No","Yes","Yes","Yes","Yes","No","No","Yes","Mailed Check",9.19773,142.5007,1697.166405,5,4,2,4,4,4,5,5
"3333",3707,"Other","ND","Other",58623,46.18895,-103.4257,"Rural","America/Denver",1,37,25009.73,"Married","Female","Yes",12.10369,13,1,0,"No","Month-to-month","Yes","No","Fiber Optic","Yes","No","Yes","No","Yes","No","No","Yes","Yes","Mailed Check",5.88788,162.4827,871.4588583,5,3,4,5,3,6,4,4
"3334",3708,"Other","ME","Other",4979,44.943,-69.79266,"Suburban","America/New_York",4,42,41831.89,"Divorced","Male","Yes",13.45145,12,2,1,"No","Month-to-month","No","No","None","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Mailed Check",11.21368,242.6573,1819.192603,4,3,3,3,3,4,3,4
"3335",3709,"Other","MO","Other",65438,36.92524,-91.50254,"Rural","America/Chicago",3,64,61022.41,"Never Married","Female","No",10.38191,13,1,0,"No","Month-to-month","No","Yes","Fiber Optic","Yes","No","No","Yes","No","Yes","No","No","Yes","Mailed Check",5.213752,147.4601,567.5523212,3,4,3,5,3,3,4,2
"3336",3710,"Other","NC","Other",27028,35.92348,-80.57515,"Rural","America/New_York",0,58,17116.5,"Divorced","Female","No",15.09047,14,0,0,"Yes","Two Year","No","No","DSL","Yes","No","No","Yes","No","Yes","Yes","No","No","Credit Card (automatic)",1.215614,152.4441,776.5788688,4,4,4,5,3,4,4,4
"3337",3711,"Other","NC","Other",27872,36.19493,-77.2603,"Rural","America/New_York",0,75,8164.76,"Divorced","Female","No",9.300768,11,1,1,"No","Month-to-month","Yes","No","None","Yes","No","No","Yes","Yes","No","No","No","No","Bank Transfer(automatic)",4.226363,114.9976,439.0514662,3,4,3,5,3,4,4,3
"3338",3712,"Other","AL","Other",36866,32.55437,-85.71545,"Urban","America/Chicago",0,38,45150.63,"Divorced","Male","No",14.61731,9,0,0,"No","Month-to-month","No","No","DSL","Yes","No","Yes","No","No","No","Yes","No","Yes","Electronic Check",11.70321,119.9568,1725.42639,2,3,3,3,3,3,4,3
"3339",3713,"Other","CA","Other",91708,33.95398,-117.6405,"Urban","America/Los_Angeles",0,30,7141.05,"Separated","Male","Yes",15.96237,15,0,0,"No","Month-to-month","Yes","No","Fiber Optic","Yes","No","Yes","No","Yes","Yes","Yes","No","No","Bank Transfer(automatic)",7.2247,164.9889,1060.670899,4,3,2,2,2,4,4,4
"3340",3714,"Other","MI","Other",48721,44.80513,-83.34554,"Urban","America/Detroit",4,52,36983.01,"Never Married","Female","Yes",7.872305,16,1,0,"No","Month-to-month","Yes","No","DSL","Yes","Yes","Yes","Yes","No","Yes","No","No","No","Electronic Check",4.548296,162.4833,1143.803066,5,5,3,6,2,5,3,4
"3341",3715,"Other","NY","Other",13368,43.63877,-75.27511,"Suburban","America/New_York",1,47,84067.95,"Separated","Male","Yes",7.742301,8,0,0,"No","Month-to-month","No","No","Fiber Optic","Yes","Yes","No","No","No","Yes","No","Yes","Yes","Electronic Check",19.2087,192.4567,1928.36236,3,4,2,3,4,1,3,2
"3342",3716,"Other","IL","Other",61451,40.94578,-89.93875,"Suburban","America/Chicago",0,33,25338.56,"Separated","Male","No",11.62413,15,1,2,"No","One year","Yes","No","DSL","Yes","Yes","No","No","No","No","Yes","No","No","Electronic Check",4.087832,149.9447,1114.579555,5,5,4,5,2,4,4,3
"3343",3717,"Other","IL","Other",61327,41.22683,-89.30943,"Urban","America/Chicago",2,47,42848.92,"Never Married","Male","No",10.08263,13,1,0,"No","Month-to-month","No","Yes","None","Yes","No","Yes","No","No","No","No","No","Yes","Electronic Check",1.177776,82.49655,320.9812888,4,5,4,4,4,4,4,4
"3344",3718,"Other","MS","Other",38952,33.62118,-90.34601,"Suburban","America/Chicago",4,74,1987.78,"Separated","Male","No",4.234589,9,1,0,"Yes","Two Year","No","No","DSL","Yes","No","No","No","Yes","No","No","Yes","Yes","Credit Card (automatic)",12.75835,139.965,1826.031678,2,2,4,5,3,2,3,3
"3345",3719,"Other","TN","Franklin",37376,35.04786,-85.95589,"Urban","America/Chicago",0,62,12050.23,"Married","Female","No",9.250838,8,2,0,"Yes","Two Year","Yes","No","DSL","Yes","No","No","No","Yes","No","No","No","No","Electronic Check",3.079288,104.9781,707.1891381,4,3,4,4,4,3,3,4
"3346",3720,"Other","NE","Other",68655,41.65525,-98.25059,"Rural","America/Chicago",1,35,20318.27,"Married","Female","No",4.533903,10,1,1,"No","Month-to-month","Yes","Yes","Fiber Optic","Yes","No","No","No","No","No","No","No","Yes","Credit Card (automatic)",7.116216,112.4551,658.6339621,3,3,2,2,5,3,4,3
"3347",3721,"Other","NY","Other",12433,42.00337,-74.15849,"Suburban","America/New_York",1,49,99120.55,"Separated","Female","Yes",9.959672,13,1,0,"No","Month-to-month","Yes","No","None","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Bank Transfer(automatic)",5.315954,232.652,1163.644754,4,4,5,4,3,4,3,4
"3348",3722,"Other","OK","Other",73012,35.66753,-97.59363,"Urban","America/Chicago",4,78,35738.68,"Widowed","Female","No",7.875203,15,1,0,"No","Month-to-month","No","No","Fiber Optic","Yes","No","No","Yes","Yes","Yes","No","Yes","Yes","Credit Card (automatic)",7.735821,194.9699,1003.915085,5,4,5,4,4,3,4,4
"3349",3723,"Other","IN","Other",47340,40.18107,-85.1323,"Urban","America/Indiana/Indianapolis",0,19,62575.22,"Never Married","Female","Yes",4.259613,11,3,0,"Yes","Month-to-month","Yes","No","DSL","Yes","No","Yes","No","No","Yes","No","Yes","No","Bank Transfer(automatic)",4.473582,142.4689,1116.476714,4,5,5,2,2,5,2,4
"3350",3724,"Other","CA","Los Angeles",91501,34.20052,-118.2958,"Suburban","America/Los_Angeles",0,37,19168.31,"Never Married","Female","Yes",9.946962,11,1,0,"No","Month-to-month","Yes","No","Fiber Optic","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Credit Card (automatic)",4.926111,227.4754,856.9298283,3,3,3,5,2,4,4,2
"3351",3725,"Other","CO","Other",80113,39.64216,-104.9625,"Suburban","America/Denver",2,27,17038.61,"Widowed","Male","Yes",12.52276,14,0,0,"No","One year","Yes","No","None","Yes","No","No","Yes","No","No","Yes","Yes","Yes","Bank Transfer(automatic)",16.22394,197.6288,2060.236225,2,1,2,4,3,2,2,2
"3352",3726,"Other","NH","Other",3084,42.82853,-71.85495,"Suburban","America/New_York",1,57,55120.82,"Married","Female","No",13.50565,14,1,1,"Yes","Two Year","No","No","DSL","No","Yes","No","No","Yes","No","No","Yes","Yes","Credit Card (automatic)",13.05964,172.4705,1803.766672,3,3,2,4,4,3,4,4
"3353",3727,"Other","ME","Other",4985,45.37082,-69.94296,"Suburban","America/New_York",4,71,94629.64,"Never Married","Male","No",10.30866,14,1,0,"No","Month-to-month","Yes","No","DSL","Yes","No","No","Yes","Yes","No","No","No","No","Electronic Check",20.87922,127.4738,2435.584022,3,3,4,5,2,4,4,3
"3354",3728,"Other","WA","Other",98282,48.18657,-122.4707,"Rural","America/Los_Angeles",0,87,40870.51,"Divorced","Female","No",11.86638,13,0,0,"No","Two Year","No","No","DSL","Yes","No","No","Yes","No","No","No","Yes","No","Bank Transfer(automatic)",13.07421,149.9378,1612.709993,4,5,5,3,4,5,4,6
"3355",3729,"Other","Other","Other",19710,39.79503,-75.58815,"Urban","America/New_York",1,55,21549.44,"Divorced","Male","No",13.51296,11,2,0,"No","Two Year","Yes","No","Fiber Optic","Yes","No","No","No","No","No","No","No","Yes","Credit Card (automatic)",4.078283,112.4551,426.4255699,4,3,5,2,5,3,3,3
"3356",3730,"Other","ND","Other",58203,47.97219,-97.15495,"Suburban","America/Chicago",3,50,33565.09,"Divorced","Male","Yes",12.43999,16,2,0,"No","Month-to-month","No","Yes","Fiber Optic","Yes","No","No","Yes","Yes","No","No","Yes","No","Credit Card (automatic)",3.284958,182.4608,778.200989,3,4,4,3,3,4,5,3
"3357",3731,"Other","CA","Other",96054,41.26649,-121.1004,"Suburban","America/Los_Angeles",0,24,13813.36,"Widowed","Female","Yes",11.5956,14,1,0,"No","Month-to-month","No","No","DSL","Yes","Yes","Yes","No","No","Yes","No","Yes","Yes","Mailed Check",5.645298,174.9744,1268.042248,2,2,2,3,4,2,3,3
"3358",3732,"Other","MD","Montgomery",20817,38.99815,-77.14857,"Urban","America/New_York",4,60,28894.68,"Never Married","Male","No",5.672909,4,3,0,"No","Two Year","No","No","Fiber Optic","Yes","No","No","No","Yes","Yes","Yes","No","No","Mailed Check",19.91179,162.4713,2049.799984,2,3,2,3,3,3,4,3
"3359",3733,"Other","OH","Other",45614,38.92975,-82.27709,"Suburban","America/New_York",5,84,59919.2,"Separated","Female","No",2.30196,9,1,0,"No","Two Year","No","Yes","Fiber Optic","Yes","No","No","Yes","Yes","Yes","No","No","Yes","Bank Transfer(automatic)",24.94738,159.983,2265.62602,4,4,4,4,2,3,4,3
"3360",3734,"Other","AR","Other",71752,33.40087,-93.19549,"Rural","America/Chicago",5,65,55714.69,"Never Married","Female","No",14.17798,9,2,0,"No","One year","Yes","No","Fiber Optic","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Yes","Electronic Check",7.488398,207.4811,1236.012715,2,3,2,5,3,5,4,4
"3361",3735,"Other","IN","Other",46914,40.63118,-86.09558,"Urban","America/Indiana/Indianapolis",1,33,59346.15,"Widowed","Male","No",8.316636,13,0,1,"No","Two Year","Yes","No","Fiber Optic","No","Yes","No","Yes","Yes","No","Yes","No","Yes","Mailed Check",10.07156,204.9634,1401.299612,4,2,3,4,5,2,3,2
"3362",3736,"Other","FL","Other",33916,26.63434,-81.83912,"Rural","America/New_York",3,72,22780.89,"Divorced","Male","No",8.278435,15,0,1,"No","Two Year","No","Yes","None","Yes","Yes","No","Yes","No","Yes","No","Yes","Yes","Credit Card (automatic)",22.7117,182.4762,2288.984083,4,5,3,4,4,3,3,3
"3363",3737,"Other","NC","Other",28342,35.19194,-78.64973,"Suburban","America/New_York",4,18,20592.92,"Widowed","Female","Yes",9.591346,10,1,0,"No","Month-to-month","Yes","No","Fiber Optic","No","Yes","No","No","No","Yes","Yes","No","Yes","Mailed Check",14.7094,182.4538,1700.981258,5,4,5,4,3,5,4,3
"3364",3738,"Other","CA","Other",95148,37.33539,-121.7793,"Urban","America/Los_Angeles",0,58,25857.74,"Married","Male","No",6.996759,12,0,0,"No","Month-to-month","Yes","No","Fiber Optic","Yes","No","No","Yes","No","Yes","No","No","Yes","Credit Card (automatic)",17.02059,147.4601,1544.583357,5,4,5,5,3,4,4,3
"3365",3739,"Other","OH","Other",45779,38.99819,-81.97175,"Urban","America/New_York",3,21,8528.16,"Widowed","Female","No",9.760727,9,1,2,"Yes","Two Year","No","Yes","Fiber Optic","Yes","Yes","Yes","No","Yes","No","No","No","No","Electronic Check",18.81173,160.0013,1956.709597,5,5,5,3,3,3,4,4
"3366",3740,"Other","TX","Other",76093,32.21723,-97.3949,"Suburban","America/Chicago",1,36,36616.04,"Divorced","Female","Yes",8.281005,12,1,0,"Yes","Month-to-month","Yes","No","Fiber Optic","Yes","No","No","No","No","No","Yes","Yes","Yes","Bank Transfer(automatic)",1.481306,207.6094,650.9200141,4,3,5,3,4,2,5,4
"3367",3741,"Other","IA","Other",51533,41.03613,-95.38042,"Suburban","America/Chicago",2,81,68426.04,"Never Married","Female","Yes",9.128286,12,2,0,"No","One year","No","No","DSL","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Electronic Check",16.55879,257.6513,2509.367174,5,4,5,2,5,5,4,4
"3368",3742,"Other","VA","Other",24059,37.15457,-80.13587,"Rural","America/New_York",4,28,77751.56,"Separated","Female","Yes",9.30537,13,1,0,"Yes","One year","Yes","No","Fiber Optic","Yes","Yes","No","No","No","Yes","Yes","Yes","No","Electronic Check",2.657783,252.624,942.1751694,6,4,6,2,4,5,5,3
"3369",3743,"Other","TN","Fayette",38028,35.1831,-89.63486,"Rural","America/Chicago",4,26,74229.42,"Separated","Male","Yes",3.936842,6,1,1,"No","Month-to-month","No","No","Fiber Optic","Yes","Yes","Yes","Yes","No","No","No","Yes","Yes","Bank Transfer(automatic)",12.29093,204.961,1687.611214,4,4,4,4,2,3,4,5
"3370",3744,"Other","MN","Other",55315,44.71842,-93.68698,"Suburban","America/Chicago",4,64,32902.71,"Never Married","Female","No",11.81917,16,0,0,"Yes","Month-to-month","Yes","No","Fiber Optic","Yes","No","No","Yes","No","Yes","No","No","Yes","Bank Transfer(automatic)",13.02429,147.4601,1238.315929,2,3,1,3,3,3,3,1
"3371",3746,"Other","IN","Other",47283,39.1734,-85.58859,"Suburban","America/Indiana/Indianapolis",1,41,114160.2,"Divorced","Female","Yes",11.00657,13,0,0,"No","Month-to-month","No","No","DSL","Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","Bank Transfer(automatic)",15.49078,174.9581,2175.607761,3,3,2,4,5,3,3,4
"3372",3748,"Other","MI","Other",49013,42.30567,-86.10846,"Urban","America/Detroit",3,45,39804.48,"Never Married","Female","Yes",4.167453,7,1,1,"Yes","One year","No","Yes","Fiber Optic","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Bank Transfer(automatic)",3.831822,257.6549,1134.240308,4,4,3,4,5,4,3,3
"3373",3749,"Other","AL","Other",36912,32.23516,-88.3045,"Rural","America/Chicago",7,87,40512.96,"Married","Female","No",5.835383,7,0,0,"Yes","Two Year","No","Yes","Fiber Optic","Yes","Yes","Yes","No","No","No","Yes","No","Yes","Credit Card (automatic)",7.374499,172.4624,1036.983336,4,5,4,5,2,4,4,3
"3374",3750,"Other","MS","Other",39480,31.71063,-89.31219,"Urban","America/Chicago",3,37,9708.23,"Married","Male","Yes",11.22367,16,0,0,"No","Month-to-month","Yes","No","DSL","Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","Credit Card (automatic)",8.980916,222.6326,1931.414865,2,2,2,3,4,3,4,4
"3375",3751,"Other","GA","Other",31903,32.41475,-84.95323,"Urban","America/New_York",2,76,38186.34,"Separated","Male","Yes",14.66477,13,0,0,"No","Month-to-month","Yes","No","DSL","Yes","No","No","No","No","No","Yes","No","Yes","Credit Card (automatic)",16.05745,117.4392,1943.981469,3,3,4,1,4,2,2,3
"3376",3752,"Other","PA","Other",15904,40.30342,-78.84492,"Suburban","America/New_York",0,77,96898.83,"Married","Male","No",9.063174,14,0,0,"No","One year","Yes","Yes","Fiber Optic","Yes","Yes","No","No","No","No","Yes","No","No","Electronic Check",20.7012,169.9447,1918.0889,4,4,4,3,4,4,5,3
"3377",3753,"Other","ND","Other",58649,46.12096,-102.9136,"Urban","America/Denver",2,63,16964.77,"Separated","Male","No",16.37914,6,0,0,"No","Month-to-month","Yes","No","Fiber Optic","Yes","No","No","No","No","Yes","No","Yes","No","Credit Card (automatic)",8.462066,159.9512,954.1821997,4,3,3,2,4,3,4,5
"3378",3754,"Other","MO","Jackson",64075,39.00029,-94.14524,"Urban","America/Chicago",3,65,40195.57,"Never Married","Male","Yes",11.82811,10,1,1,"No","Month-to-month","Yes","No","None","Yes","No","No","No","No","No","No","Yes","Yes","Mailed Check",7.646165,114.9658,907.2332556,3,4,4,4,2,4,4,3
